LoanID,CopyNo,ISBN,MemberID,CheckedOutDate,DueDate,ReturnedDate
844,566,124816691-4,273,2/24/2017,3/10/2017,4/23/2017
845,688,050306204-9,471,12/26/2014,1/9/2015,1/23/2017
846,957,873781223-8,136,7/17/2016,7/31/2016,9/22/2017
847,700,990990782-8,947,4/13/2015,4/27/2015,11/12/2015
848,779,896473628-1,346,6/13/2016,6/27/2016,6/21/2017
849,3,926478581-7,49,8/28/2016,9/11/2016,9/5/2016
850,291,479348522-7,323,11/30/2015,12/14/2015,3/13/2016
851,247,149775666-9,1,5/5/2016,5/19/2016,4/12/2017
852,425,647657025-0,880,8/20/2015,9/3/2015,2/10/2016
853,375,048440429-6,125,9/10/2016,9/24/2016,9/28/2016
854,43,876439053-5,871,11/27/2015,12/11/2015,2/13/2016
855,479,891517237-X,293,11/16/2015,11/30/2015,7/18/2017
856,898,986468273-3,635,10/7/2017,10/21/2017,10/27/2017
857,693,449652155-5,991,8/15/2016,8/29/2016,6/27/2017
858,852,228305292-0,917,1/18/2016,2/1/2016,4/20/2016
859,60,133562093-1,643,1/21/2017,2/4/2017,6/12/2017
860,667,646712059-0,975,11/14/2016,11/28/2016,7/23/2017
861,62,387749518-4,269,5/21/2016,6/4/2016,9/12/2016
862,29,714412367-X,20,7/6/2016,7/20/2016,3/25/2017
863,624,900309264-8,114,10/2/2015,10/16/2015,7/16/2016
864,13,870749305-3,253,11/27/2015,12/11/2015,1/8/2017
865,611,321108111-9,929,12/2/2016,12/16/2016,7/25/2017
866,388,338183110-0,459,2/16/2015,3/2/2015,10/22/2015
867,922,065301759-6,281,2/3/2015,2/17/2015,11/21/2015
868,423,549232581-7,375,5/6/2016,5/20/2016,5/17/2017
869,724,825303309-5,373,3/11/2015,3/25/2015,11/28/2015
870,892,681343812-3,590,6/9/2015,6/23/2015,1/18/2017
871,481,877582719-0,774,2/23/2016,3/8/2016,9/20/2016
872,941,364013059-6,844,3/7/2017,3/21/2017,5/2/2017
873,594,667313208-6,86,8/12/2015,8/26/2015,12/23/2016
874,105,801537989-X,757,1/27/2015,2/10/2015,10/24/2016
875,96,545282435-9,181,7/23/2016,8/6/2016,3/20/2017
876,237,510907843-2,889,11/10/2017,11/24/2017,11/16/2017
877,322,802179326-0,30,7/18/2017,8/1/2017,10/5/2017
878,555,746222544-1,530,4/28/2017,5/12/2017,6/6/2017
879,243,567910599-3,331,3/2/2017,3/16/2017,7/14/2017
880,772,848540635-4,66,6/28/2015,7/12/2015,7/27/2015
881,572,061234737-0,277,6/26/2017,7/10/2017,11/2/2017
882,645,851349042-3,436,10/14/2015,10/28/2015,2/23/2016
883,716,396818927-2,779,5/3/2017,5/17/2017,5/17/2017
884,413,591948774-7,226,12/9/2015,12/23/2015,7/30/2016
885,62,193203012-3,152,7/30/2016,8/13/2016,5/11/2017
886,895,429171065-8,432,10/17/2017,10/31/2017,10/22/2017
887,394,080336488-1,336,5/20/2016,6/3/2016,7/9/2016
888,836,828079037-3,53,5/31/2016,6/14/2016,10/27/2016
889,299,249345721-8,43,5/10/2017,5/24/2017,10/1/2017
890,214,423566524-3,750,9/18/2015,10/2/2015,6/18/2016
891,419,491603171-7,196,1/24/2015,2/7/2015,8/17/2016
892,983,535191565-0,235,10/28/2017,11/11/2017,10/29/2017
893,296,469463764-9,289,12/5/2014,12/19/2014,3/1/2017
894,825,535950463-3,588,12/21/2014,1/4/2015,5/5/2015
895,514,647860986-3,196,10/5/2016,10/19/2016,4/12/2017
896,250,723321958-3,59,5/15/2017,5/29/2017,5/28/2017
897,240,838233310-9,682,4/24/2016,5/8/2016,11/11/2017
898,452,415909412-0,808,9/19/2015,10/3/2015,10/14/2016
899,958,899041753-8,233,10/31/2016,11/14/2016,3/22/2017
900,637,840071006-1,747,12/3/2014,12/17/2014,10/16/2015
901,947,892612919-5,915,11/1/2016,11/15/2016,3/18/2017
902,306,272470490-8,62,1/21/2016,2/4/2016,9/29/2017
903,873,490121088-2,462,4/28/2016,5/12/2016,3/24/2017
904,56,665385900-2,189,12/25/2016,1/8/2017,7/5/2017
905,173,191237858-2,729,10/30/2016,11/13/2016,9/7/2017
906,354,861628561-X,626,9/24/2017,10/8/2017,10/7/2017
907,100,040613299-2,717,9/18/2017,10/2/2017,11/14/2017
908,800,570784887-8,23,8/5/2015,8/19/2015,6/22/2017
909,326,465179812-8,418,9/2/2017,9/16/2017,9/7/2017
910,360,172118288-8,195,6/16/2016,6/30/2016,5/24/2017
911,570,406493515-2,328,10/31/2016,11/14/2016,3/9/2017
912,113,165932113-1,974,7/13/2016,7/27/2016,3/5/2017
913,687,223477646-5,832,7/18/2017,8/1/2017,9/7/2017
914,427,627450635-7,423,8/18/2017,9/1/2017,9/30/2017
915,181,228348398-0,266,8/27/2017,9/10/2017,10/8/2017
916,272,252935827-3,582,5/7/2015,5/21/2015,10/13/2015
917,379,314701710-9,449,2/21/2015,3/7/2015,3/7/2015
918,682,366336291-4,172,12/8/2014,12/22/2014,2/7/2017
919,202,272059054-1,997,1/3/2017,1/17/2017,8/18/2017
920,77,433044554-9,714,10/18/2017,11/1/2017,10/19/2017
921,419,916267665-2,841,7/3/2016,7/17/2016,2/26/2017
922,879,630558802-3,607,2/1/2016,2/15/2016,3/9/2017
923,393,394226567-2,108,1/23/2017,2/6/2017,11/7/2017
924,989,256029504-0,95,12/17/2016,12/31/2016,3/9/2017
925,305,400581142-6,191,12/17/2016,12/31/2016,9/6/2017
926,305,291525419-2,535,1/14/2016,1/28/2016,1/21/2016
927,840,051752938-6,132,5/2/2017,5/16/2017,10/17/2017
928,482,019603498-1,311,6/2/2016,6/16/2016,10/8/2017
929,607,325423674-2,593,2/15/2016,2/29/2016,7/25/2016
930,548,692415271-6,197,4/9/2017,4/23/2017,6/17/2017
931,832,014773000-7,98,8/17/2016,8/31/2016,6/8/2017
932,808,027984876-5,439,4/24/2016,5/8/2016,12/7/2016
933,840,556566924-3,522,12/10/2015,12/24/2015,8/2/2017
934,844,981787247-5,568,5/29/2017,6/12/2017,7/16/2017
935,813,545691381-X,786,6/2/2015,6/16/2015,2/24/2016
936,932,861567864-2,18,9/15/2017,9/29/2017,10/31/2017
937,18,462059664-7,332,5/2/2017,5/16/2017,7/6/2017
938,550,202571607-9,723,10/26/2017,11/9/2017,11/9/2017
939,906,773699836-1,865,1/31/2016,2/14/2016,6/20/2017
940,488,475872223-4,490,7/8/2015,7/22/2015,10/18/2015
941,774,292406542-9,733,4/19/2015,5/3/2015,5/24/2017
942,673,663785030-6,693,5/30/2016,6/13/2016,12/7/2016
943,590,353609179-2,413,8/30/2016,9/13/2016,10/19/2017
944,518,151613491-5,921,12/17/2014,12/31/2014,7/10/2015
945,395,855269285-6,794,6/8/2017,6/22/2017,8/8/2017
946,119,167577822-1,861,7/9/2016,7/23/2016,7/16/2016
947,867,731903891-9,173,6/18/2015,7/2/2015,9/7/2017
948,767,405235057-X,362,8/28/2016,9/11/2016,11/9/2016
949,866,010144104-5,411,8/30/2016,9/13/2016,3/30/2017
950,319,964516917-8,987,1/1/2016,1/15/2016,7/27/2016
951,919,109634254-5,419,1/25/2015,2/8/2015,4/23/2016
952,533,016640711-9,258,9/20/2017,10/4/2017,11/12/2017
953,247,576074124-1,548,1/6/2017,1/20/2017,8/23/2017
954,482,225756073-6,183,7/16/2015,7/30/2015,6/4/2017
955,313,204993114-X,644,6/14/2015,6/28/2015,12/14/2016
956,915,559468567-7,353,9/2/2015,9/16/2015,8/28/2017
957,579,349335828-8,978,2/13/2016,2/27/2016,12/7/2016
958,568,744009575-8,258,12/5/2014,12/19/2014,8/26/2017
959,952,873399609-1,962,2/8/2016,2/22/2016,10/4/2017
960,509,323999318-X,824,10/25/2015,11/8/2015,6/1/2016
961,75,531983899-9,276,11/17/2016,12/1/2016,10/26/2017
962,186,159751043-2,533,9/16/2015,9/30/2015,6/5/2016
963,122,755548255-X,360,9/11/2016,9/25/2016,7/29/2017
964,708,386154172-6,83,5/17/2017,5/31/2017,8/5/2017
965,132,359309007-4,266,3/30/2017,4/13/2017,9/16/2017
966,748,237153533-8,758,5/9/2016,5/23/2016,5/11/2017
967,252,911844089-4,245,9/4/2017,9/18/2017,10/11/2017
968,640,809655233-3,14,4/8/2016,4/22/2016,7/19/2016
969,706,251892680-1,73,1/15/2017,1/29/2017,5/31/2017
970,355,242532290-6,670,9/26/2017,10/10/2017,10/27/2017
971,372,895856720-1,833,12/19/2015,1/2/2016,10/29/2017
972,244,529776938-8,293,12/22/2015,1/5/2016,2/14/2017
973,280,451250395-1,779,12/25/2015,1/8/2016,5/2/2017
974,271,990596840-7,951,12/29/2014,1/12/2015,6/4/2015
975,746,930100459-3,187,9/13/2015,9/27/2015,7/23/2016
976,28,583639737-6,515,10/28/2016,11/11/2016,6/23/2017
977,198,332546229-4,938,1/29/2017,2/12/2017,4/21/2017
978,555,964106158-5,826,8/27/2016,9/10/2016,6/14/2017
979,48,253314972-1,421,9/2/2015,9/16/2015,1/3/2017
980,156,587536024-0,380,7/8/2017,7/22/2017,10/27/2017
981,748,517785025-0,925,11/18/2014,12/2/2014,7/9/2017
982,762,347246958-7,597,12/26/2014,1/9/2015,11/11/2017
983,921,559661353-3,568,10/7/2016,10/21/2016,3/29/2017
984,187,904413579-1,465,4/27/2016,5/11/2016,9/22/2016
985,753,375933752-X,497,4/1/2017,4/15/2017,7/23/2017
986,505,563556379-1,384,10/29/2017,11/12/2017,11/4/2017
987,815,029509388-9,687,8/5/2015,8/19/2015,11/16/2017
988,59,495456948-6,442,5/19/2015,6/2/2015,8/10/2016
989,99,669362825-7,917,5/11/2017,5/25/2017,8/21/2017
990,606,783068597-5,79,9/13/2017,9/27/2017,10/11/2017
991,468,724557611-4,674,12/23/2016,1/6/2017,3/26/2017
992,647,309267967-9,682,12/31/2016,1/14/2017,1/31/2017
993,297,081650217-X,576,4/7/2016,4/21/2016,8/11/2017
994,757,921046112-6,425,3/16/2016,3/30/2016,6/6/2016
995,338,699977592-3,525,11/13/2015,11/27/2015,2/11/2017
996,472,265002949-8,291,4/23/2017,5/7/2017,10/17/2017
997,272,983897014-X,992,4/29/2017,5/13/2017,11/10/2017
998,555,397295340-2,981,7/11/2016,7/25/2016,9/7/2017
999,33,551513450-8,65,11/25/2015,12/9/2015,1/3/2017
1000,311,955788701-X,436,8/20/2017,9/3/2017,9/3/2017
